id,timestamp,payload
10,1743557482.7092938,"{""id"": 10, ""timestamp"": 1743557482.7092938, ""data"": {""robot_id"": ""R011"", ""task_type"": ""Pick-and-Place"", ""task_duration"": ""120.81521117146002"", ""energy_consumption"": ""5.400313630778703"", ""position_coordinates"": ""(6.451033620305648, 6.689240596630997, 8.64167565071903)"", ""robot_speed"": ""0.6532037950657108"", ""sensor_id"": ""S3"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""93.05662042918927"", ""timestamp"": ""2025-01-21 10:10:00"", ""data_size"": ""2047"", ""network_load"": ""74.42776698517622"", ""network_latency"": ""19.106878765293715"", ""packet_loss_rate"": ""4.769642885012937"", ""network_type"": ""5G"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""898"", ""command_delay"": ""16.215781608461207"", ""feedback_delay"": ""29.061436940479062"", ""data_transfer_time"": ""16.615006093410273"", ""total_delay"": ""69.656049476528"", ""signal_strength"": ""-52.83122592487485"", ""latency"": ""19.704973755740685"", ""resource_allocation"": ""81.13019384009192"", ""error_rate"": ""0.30569701928718185"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
11,1743557482.8103743,"{""id"": 11, ""timestamp"": 1743557482.8103743, ""data"": {""robot_id"": ""R012"", ""task_type"": ""Pick-and-Place"", ""task_duration"": ""97.58647996462196"", ""energy_consumption"": ""5.941119497105262"", ""position_coordinates"": ""(3.726868670940493, 3.9469146680947222, 8.442131407263114)"", ""robot_speed"": ""1.423018518291915"", ""sensor_id"": ""S8"", ""sensor_type"": ""Pressure"", ""sensor_reading"": ""88.45021680097508"", ""timestamp"": ""2025-01-21 10:11:00"", ""data_size"": ""1365"", ""network_load"": ""78.9661695324041"", ""network_latency"": ""8.812454736046082"", ""packet_loss_rate"": ""1.4764529420946937"", ""network_type"": ""6G"", ""slice_id"": ""Slice1"", ""slice_bandwidth"": ""1927"", ""command_delay"": ""15.45523611492902"", ""feedback_delay"": ""24.049681679742186"", ""data_transfer_time"": ""17.189823024395103"", ""total_delay"": ""63.16270004038878"", ""signal_strength"": ""-45.71916533564459"", ""latency"": ""17.15170092018771"", ""resource_allocation"": ""93.00608477870156"", ""error_rate"": ""0.9132405525564713"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
12,1743557482.9131505,"{""id"": 12, ""timestamp"": 1743557482.9131505, ""data"": {""robot_id"": ""R013"", ""task_type"": ""Assembly"", ""task_duration"": ""60.72588078835815"", ""energy_consumption"": ""6.511577659794544"", ""position_coordinates"": ""(1.9427395351204224, 0.7094091699992766, 3.967838272138884)"", ""robot_speed"": ""0.45584538414333664"", ""sensor_id"": ""S3"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""70.82850315621114"", ""timestamp"": ""2025-01-21 10:12:00"", ""data_size"": ""1889"", ""network_load"": ""72.34954849602173"", ""network_latency"": ""13.67420211494261"", ""packet_loss_rate"": ""0.17971136898371043"", ""network_type"": ""5G"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""1374"", ""command_delay"": ""19.727613324657966"", ""feedback_delay"": ""26.778670041387265"", ""data_transfer_time"": ""27.208092366233505"", ""total_delay"": ""79.96563253485806"", ""signal_strength"": ""-68.8349579671173"", ""latency"": ""9.548982720098342"", ""resource_allocation"": ""88.05623640794983"", ""error_rate"": ""0.3266512417960409"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
13,1743557483.0145159,"{""id"": 13, ""timestamp"": 1743557483.0145159, ""data"": {""robot_id"": ""R014"", ""task_type"": ""Welding"", ""task_duration"": ""98.01600821476387"", ""energy_consumption"": ""7.861007321563079"", ""position_coordinates"": ""(4.572651616137286, 8.420230750119813, 1.9438003399487302)"", ""robot_speed"": ""0.8524892955623464"", ""sensor_id"": ""S3"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""74.15059277253404"", ""timestamp"": ""2025-01-21 10:13:00"", ""data_size"": ""1167"", ""network_load"": ""94.39630198656337"", ""network_latency"": ""12.74450522451793"", ""packet_loss_rate"": ""1.6147823647062298"", ""network_type"": ""5G"", ""slice_id"": ""Slice4"", ""slice_bandwidth"": ""1630"", ""command_delay"": ""11.502811063711132"", ""feedback_delay"": ""24.88085285998231"", ""data_transfer_time"": ""15.017210546933224"", ""total_delay"": ""57.32254284228351"", ""signal_strength"": ""-67.57381100148407"", ""latency"": ""11.424717124101615"", ""resource_allocation"": ""90.3274985114805"", ""error_rate"": ""0.05819359550844361"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
14,1743557483.11781,"{""id"": 14, ""timestamp"": 1743557483.11781, ""data"": {""robot_id"": ""R015"", ""task_type"": ""Assembly"", ""task_duration"": ""81.90118597395204"", ""energy_consumption"": ""5.000971592658381"", ""position_coordinates"": ""(5.4922666470612045, 7.145959227000623, 6.601973767177313)"", ""robot_speed"": ""0.7079272866405372"", ""sensor_id"": ""S7"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""83.07018696033673"", ""timestamp"": ""2025-01-21 10:14:00"", ""data_size"": ""1372"", ""network_load"": ""80.49000156069475"", ""network_latency"": ""8.715964842517362"", ""packet_loss_rate"": ""1.779863393256308"", ""network_type"": ""5G"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""1496"", ""command_delay"": ""10.128195000746024"", ""feedback_delay"": ""11.835981316268837"", ""data_transfer_time"": ""11.883139765371203"", ""total_delay"": ""40.404382629342535"", ""signal_strength"": ""-40.61468414135474"", ""latency"": ""7.629954048340078"", ""resource_allocation"": ""80.25741652747625"", ""error_rate"": ""0.7633644230039109"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
15,1743557483.224612,"{""id"": 15, ""timestamp"": 1743557483.224612, ""data"": {""robot_id"": ""R016"", ""task_type"": ""Welding"", ""task_duration"": ""126.28604790927919"", ""energy_consumption"": ""4.692807479640061"", ""position_coordinates"": ""(4.33851649237973, 3.9850473439737346, 6.158500980522165)"", ""robot_speed"": ""1.0986030159544082"", ""sensor_id"": ""S2"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""70.45913620871154"", ""timestamp"": ""2025-01-21 10:15:00"", ""data_size"": ""953"", ""network_load"": ""82.52599709788149"", ""network_latency"": ""13.090661726000938"", ""packet_loss_rate"": ""3.4198188469907054"", ""network_type"": ""Wi-Fi"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""1296"", ""command_delay"": ""18.007984003325056"", ""feedback_delay"": ""22.728071948920224"", ""data_transfer_time"": ""26.018985893647994"", ""total_delay"": ""75.14088355780818"", ""signal_strength"": ""-52.798988749841996"", ""latency"": ""6.9275052985086525"", ""resource_allocation"": ""92.16806265104005"", ""error_rate"": ""0.8206394757439553"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
16,1743557483.331364,"{""id"": 16, ""timestamp"": 1743557483.331364, ""data"": {""robot_id"": ""R017"", ""task_type"": ""Pick-and-Place"", ""task_duration"": ""174.85975812797753"", ""energy_consumption"": ""6.605939087431151"", ""position_coordinates"": ""(2.066843598767454, 2.7396112732113376, 2.145891197083741)"", ""robot_speed"": ""0.8149849915507734"", ""sensor_id"": ""S3"", ""sensor_type"": ""Pressure"", ""sensor_reading"": ""90.4902032024907"", ""timestamp"": ""2025-01-21 10:16:00"", ""data_size"": ""1360"", ""network_load"": ""86.39306588451855"", ""network_latency"": ""10.780949314483475"", ""packet_loss_rate"": ""3.4080683448639486"", ""network_type"": ""6G"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""914"", ""command_delay"": ""9.227821621600999"", ""feedback_delay"": ""12.363296552433125"", ""data_transfer_time"": ""23.934743307283014"", ""total_delay"": ""53.67057571521656"", ""signal_strength"": ""-43.67583959418841"", ""latency"": ""16.026065657058286"", ""resource_allocation"": ""92.05221395577273"", ""error_rate"": ""0.2820345725713065"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
17,1743557483.4350908,"{""id"": 17, ""timestamp"": 1743557483.4350908, ""data"": {""robot_id"": ""R018"", ""task_type"": ""Assembly"", ""task_duration"": ""119.28593192313659"", ""energy_consumption"": ""6.274081134999833"", ""position_coordinates"": ""(5.759245752580846, 7.316477552996402, 1.276897294224656)"", ""robot_speed"": ""0.6750180941377152"", ""sensor_id"": ""S8"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""97.92271976810694"", ""timestamp"": ""2025-01-21 10:17:00"", ""data_size"": ""548"", ""network_load"": ""75.9649214947585"", ""network_latency"": ""15.197671698503687"", ""packet_loss_rate"": ""3.6995438022368727"", ""network_type"": ""Wi-Fi"", ""slice_id"": ""Slice1"", ""slice_bandwidth"": ""861"", ""command_delay"": ""12.448417860246165"", ""feedback_delay"": ""17.79236172438407"", ""data_transfer_time"": ""15.952703490186217"", ""total_delay"": ""51.69340751062577"", ""signal_strength"": ""-68.39544109757894"", ""latency"": ""19.378122453247975"", ""resource_allocation"": ""92.70714716143385"", ""error_rate"": ""0.3549051904627206"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
18,1743557483.5388873,"{""id"": 18, ""timestamp"": 1743557483.5388873, ""data"": {""robot_id"": ""R019"", ""task_type"": ""Assembly"", ""task_duration"": ""154.74778661940246"", ""energy_consumption"": ""5.930083798570569"", ""position_coordinates"": ""(4.930256577718049, 0.8328441119525964, 0.9170414725848108)"", ""robot_speed"": ""1.0626850184912309"", ""sensor_id"": ""S4"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""76.38183685072687"", ""timestamp"": ""2025-01-21 10:18:00"", ""data_size"": ""1686"", ""network_load"": ""89.53240126178007"", ""network_latency"": ""6.70196903026172"", ""packet_loss_rate"": ""4.654645528436463"", ""network_type"": ""6G"", ""slice_id"": ""Slice3"", ""slice_bandwidth"": ""1197"", ""command_delay"": ""13.242933234856032"", ""feedback_delay"": ""18.83061002746754"", ""data_transfer_time"": ""27.754083655165996"", ""total_delay"": ""66.58220198024996"", ""signal_strength"": ""-66.48798950717182"", ""latency"": ""7.144875230792538"", ""resource_allocation"": ""91.42265947576209"", ""error_rate"": ""0.6182180633162611"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
19,1743557483.6408446,"{""id"": 19, ""timestamp"": 1743557483.6408446, ""data"": {""robot_id"": ""R020"", ""task_type"": ""Welding"", ""task_duration"": ""177.3873069269579"", ""energy_consumption"": ""5.7043659001877645"", ""position_coordinates"": ""(2.2257641757103053, 3.9665160195425186, 8.918969087767767)"", ""robot_speed"": ""0.5612653038612281"", ""sensor_id"": ""S5"", ""sensor_type"": ""Pressure"", ""sensor_reading"": ""99.59918735503527"", ""timestamp"": ""2025-01-21 10:19:00"", ""data_size"": ""2031"", ""network_load"": ""91.5784630497251"", ""network_latency"": ""18.205399529576255"", ""packet_loss_rate"": ""1.1834259684103938"", ""network_type"": ""Wi-Fi"", ""slice_id"": ""Slice1"", ""slice_bandwidth"": ""1955"", ""command_delay"": ""10.253273700504703"", ""feedback_delay"": ""24.163623911663997"", ""data_transfer_time"": ""19.633339759282308"", ""total_delay"": ""60.940175322062274"", ""signal_strength"": ""-48.84746907110021"", ""latency"": ""8.730862316454319"", ""resource_allocation"": ""84.95378793528647"", ""error_rate"": ""0.43445184448827134"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
20,1743557483.7445061,"{""id"": 20, ""timestamp"": 1743557483.7445061, ""data"": {""robot_id"": ""R021"", ""task_type"": ""Welding"", ""task_duration"": ""61.58951026743867"", ""energy_consumption"": ""5.874642567976505"", ""position_coordinates"": ""(0.5630327568183735, 1.1881791626807192, 1.1752624677710488)"", ""robot_speed"": ""1.11413133232767"", ""sensor_id"": ""S1"", ""sensor_type"": ""Motion"", ""sensor_reading"": ""87.5010629529148"", ""timestamp"": ""2025-01-21 10:20:00"", ""data_size"": ""701"", ""network_load"": ""80.00557232180063"", ""network_latency"": ""12.165723363203416"", ""packet_loss_rate"": ""0.4144566084667711"", ""network_type"": ""5G"", ""slice_id"": ""Slice2"", ""slice_bandwidth"": ""1940"", ""command_delay"": ""19.44833809160917"", ""feedback_delay"": ""10.243089493796326"", ""data_transfer_time"": ""29.39757653415278"", ""total_delay"": ""64.30480367931116"", ""signal_strength"": ""-43.26570658905787"", ""latency"": ""12.915516636294498"", ""resource_allocation"": ""94.8944719417895"", ""error_rate"": ""0.07379656473539886"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
21,1743557483.8483016,"{""id"": 21, ""timestamp"": 1743557483.8483016, ""data"": {""robot_id"": ""R022"", ""task_type"": ""Pick-and-Place"", ""task_duration"": ""157.35755723493065"", ""energy_consumption"": ""4.301738188359077"", ""position_coordinates"": ""(1.6621543190925292, 2.168091065864912, 2.9449394683942987)"", ""robot_speed"": ""1.495414512532308"", ""sensor_id"": ""S6"", ""sensor_type"": ""Pressure"", ""sensor_reading"": ""81.5260549413766"", ""timestamp"": ""2025-01-21 10:21:00"", ""data_size"": ""982"", ""network_load"": ""71.13615950853645"", ""network_latency"": ""9.214447843883455"", ""packet_loss_rate"": ""4.752057420382794"", ""network_type"": ""6G"", ""slice_id"": ""Slice4"", ""slice_bandwidth"": ""1467"", ""command_delay"": ""10.034900971954448"", ""feedback_delay"": ""13.39359807791131"", ""data_transfer_time"": ""22.936967233374475"", ""total_delay"": ""53.30680820318959"", ""signal_strength"": ""-63.118157628851506"", ""latency"": ""8.989068874463584"", ""resource_allocation"": ""85.40517642807902"", ""error_rate"": ""0.2599498628542627"", ""padding"": ""XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX""}}"
